17:10:50,0
17:10:51,14
17:10:52,11
17:10:53,14
17:10:54,684
17:10:55,671
17:10:56,616
17:10:57,611
17:10:58,607
17:10:59,670
17:11:00,947
17:11:01,1931
17:11:02,3668
17:11:03,624
17:11:04,637
17:11:05,611
